customer_id,customer_name,acquisition_channel,customer_segment,city,state,orders,lifetime_value,avg_order_value,last_order_date
9085,Christopher Lewis,direct,Regular,Indianapolis,IN,5,6328.87,1265.77,2025-12-13
637,Carol Mitchell,affiliate,New,Philadelphia,PA,6,6328.33,1054.72,2024-02-19
6250,Paul Mitchell,social_media,VIP,Philadelphia,PA,5,6327.76,1265.55,2025-02-06
939,Donna Lopez,affiliate,Regular,Houston,TX,5,6327.56,1265.51,2025-06-22
5753,Sarah Carter,organic_search,Regular,San Antonio,TX,3,6326.50,2108.83,2025-09-25
3390,James Perez,paid_search,At Risk,Philadelphia,PA,5,6326.06,1265.21,2025-12-11
1542,Robert Clark,referral,At Risk,San Francisco,CA,5,6324.49,1264.90,2025-11-03
9399,James Campbell,direct,At Risk,Boston,MA,5,6324.17,1264.83,2025-09-17
6746,Emily Walker,organic_search,Regular,Austin,TX,6,6321.76,1053.63,2025-10-22
1575,Lisa Perez,referral,At Risk,Jacksonville,FL,5,6319.19,1263.84,2025-06-21
7083,Emily Thompson,referral,New,San Francisco,CA,8,6317.27,789.66,2025-07-29
6223,Mary Taylor,social_media,Regular,Phoenix,AZ,2,6316.90,3158.45,2025-04-11
5212,Daniel Green,marketplace,Regular,Indianapolis,IN,6,6315.78,1052.63,2025-08-31
3239,Paul Wright,affiliate,New,Austin,TX,5,6314.24,1262.85,2025-12-03
6137,Barbara Davis,direct,Regular,Boston,MA,4,6314.20,1578.55,2025-11-05
7598,Donna Sanchez,paid_search,New,Denver,CO,8,6311.59,788.95,2025-09-10
9401,Sandra Lee,paid_search,New,Charlotte,NC,3,6309.58,2103.19,2025-03-21
3289,Michelle Gonzalez,referral,VIP,Philadelphia,PA,7,6306.19,900.88,2025-12-03
9314,Deborah Jones,direct,Wholesale,Portland,OR,6,6306.09,1051.02,2025-07-04
9739,Kenneth Rodriguez,direct,New,Los Angeles,CA,6,6305.53,1050.92,2025-09-26
9076,Andrew Gonzalez,referral,At Risk,San Antonio,TX,5,6303.98,1260.80,2025-12-25
6876,Jessica Adams,affiliate,Regular,Indianapolis,IN,6,6302.57,1050.43,2025-11-01
4493,Barbara Campbell,affiliate,At Risk,San Francisco,CA,8,6302.41,787.80,2025-10-28
8598,Robert Perez,marketplace,Regular,Denver,CO,4,6302.06,1575.52,2025-05-31
4779,Ashley Rivera,paid_search,New,Fort Worth,TX,4,6302.01,1575.50,2025-06-20
8905,Michelle Gonzalez,referral,At Risk,New York,NY,8,6301.10,787.64,2025-11-02
8173,Elizabeth Young,social_media,VIP,Jacksonville,FL,6,6300.41,1050.07,2025-11-15
6644,Mark Jackson,marketplace,Regular,Los Angeles,CA,7,6297.86,899.69,2025-06-01
1817,Paul White,email,Regular,Las Vegas,NV,6,6296.77,1049.46,2025-07-08
2296,Emily Smith,affiliate,At Risk,Miami,FL,7,6296.40,899.49,2025-06-28
54,Betty Baker,social_media,At Risk,Houston,TX,4,6292.16,1573.04,2024-06-05
2909,Sandra Johnson,direct,Regular,Columbus,OH,6,6290.69,1048.45,2025-05-25
9637,John Johnson,social_media,New,Denver,CO,5,6289.50,1257.90,2024-12-12
8170,Deborah Garcia,paid_search,Regular,New York,NY,7,6288.32,898.33,2025-11-16
2351,Paul Ramirez,social_media,Regular,San Jose,CA,5,6288.20,1257.64,2025-09-25
3380,Joseph Roberts,organic_search,Regular,Columbus,OH,4,6286.83,1571.71,2025-08-29
7847,Kenneth Johnson,referral,Regular,Portland,OR,5,6286.04,1257.21,2025-11-01
7057,Barbara Nguyen,marketplace,New,Fort Worth,TX,7,6285.36,897.91,2025-03-28
6086,William Taylor,social_media,Regular,Washington,DC,5,6283.89,1256.78,2024-08-10
3430,Barbara Brown,paid_search,Regular,Boston,MA,5,6282.52,1256.50,2025-12-12
204,Michael Allen,social_media,New,Austin,TX,5,6281.73,1256.35,2025-06-04
8301,Patricia Allen,marketplace,New,Columbus,OH,7,6281.55,897.36,2025-09-28
3714,Robert Lee,marketplace,New,Charlotte,NC,6,6280.25,1046.71,2025-11-05
8359,Lisa Williams,affiliate,New,Boston,MA,4,6276.93,1569.23,2025-06-25
9613,Karen Thomas,paid_search,At Risk,Dallas,TX,6,6275.59,1045.93,2025-12-06
1568,Emily Lee,referral,Regular,Dallas,TX,6,6275.32,1045.89,2025-12-21
9573,Susan Allen,email,New,Austin,TX,5,6273.80,1254.76,2025-08-07
2766,Christopher Thomas,email,New,Boston,MA,6,6273.51,1045.59,2025-12-19
5161,Joshua Taylor,affiliate,VIP,Nashville,TN,6,6273.27,1045.55,2025-12-16
1205,George Hill,referral,VIP,Austin,TX,8,6273.02,784.13,2025-12-04
9823,Lisa Lopez,direct,At Risk,Los Angeles,CA,6,6266.16,1044.36,2025-12-29
2945,Linda Young,marketplace,Regular,Seattle,WA,4,6264.77,1566.19,2025-11-15
9216,Kenneth Carter,email,Regular,New York,NY,6,6264.70,1044.12,2025-12-21
469,Thomas Garcia,social_media,New,Fort Worth,TX,6,6262.97,1043.83,2025-12-31
2604,Patricia Smith,organic_search,Wholesale,Miami,FL,4,6262.47,1565.62,2025-10-14
4559,Steven Williams,social_media,New,Austin,TX,5,6262.07,1252.41,2025-12-29
8182,Christopher Baker,social_media,New,San Francisco,CA,5,6261.72,1252.34,2025-03-08
3136,Barbara Flores,marketplace,Wholesale,Columbus,OH,8,6259.55,782.44,2025-10-13
6393,Margaret Flores,social_media,Regular,Los Angeles,CA,6,6258.80,1043.13,2025-12-25
91,Joshua Hall,paid_search,Regular,Indianapolis,IN,7,6257.71,893.96,2025-12-13
845,Brian Perez,marketplace,Regular,Indianapolis,IN,5,6256.14,1251.23,2025-08-11
7464,James Harris,paid_search,New,Portland,OR,6,6255.64,1042.61,2025-10-28
743,Matthew Young,organic_search,New,San Antonio,TX,6,6254.11,1042.35,2025-12-22
851,Robert Wright,organic_search,Regular,Charlotte,NC,6,6253.56,1042.26,2025-06-11
6878,Mark Hill,marketplace,Regular,New York,NY,5,6249.93,1249.99,2025-07-15
2201,Donna Davis,email,New,Los Angeles,CA,5,6247.99,1249.60,2024-10-08
7639,Timothy Torres,direct,Regular,San Antonio,TX,5,6247.62,1249.52,2025-10-26
2319,Nancy Johnson,organic_search,At Risk,Fort Worth,TX,6,6246.91,1041.15,2025-04-11
6103,Betty Lopez,social_media,Regular,Miami,FL,6,6246.50,1041.08,2025-09-24
5722,Richard Jackson,paid_search,New,Austin,TX,4,6243.95,1560.99,2024-12-19
9867,Carol Garcia,paid_search,New,New York,NY,5,6243.06,1248.61,2025-12-22
3494,Brian Allen,organic_search,VIP,Houston,TX,7,6241.96,891.71,2025-02-06
2448,Charles White,email,At Risk,San Francisco,CA,6,6240.56,1040.09,2025-09-20
8970,James Ramirez,direct,At Risk,Portland,OR,5,6239.98,1248.00,2025-11-20
5679,Barbara Walker,social_media,At Risk,San Diego,CA,10,6239.16,623.92,2025-12-07
8362,David Hernandez,email,At Risk,San Jose,CA,6,6239.06,1039.84,2025-11-10
5635,Christopher King,direct,New,Seattle,WA,7,6235.19,890.74,2025-07-28
8799,Michael Brown,social_media,At Risk,Boston,MA,6,6232.41,1038.73,2025-11-28
2769,Donna Mitchell,social_media,New,Portland,OR,4,6230.18,1557.54,2024-09-06
2607,Amanda Gonzalez,affiliate,Regular,Seattle,WA,4,6228.84,1557.21,2025-10-26
6106,Kimberly Young,email,Regular,Philadelphia,PA,7,6228.66,889.81,2025-05-27
3015,George Adams,social_media,Regular,Los Angeles,CA,9,6226.25,691.81,2025-07-08
3861,Christopher Perez,paid_search,VIP,Indianapolis,IN,8,6224.67,778.08,2025-11-24
3373,Kimberly Walker,referral,Regular,Portland,OR,5,6224.63,1244.93,2025-07-07
2247,Paul Adams,organic_search,New,Boston,MA,6,6223.80,1037.30,2025-03-24
6551,Margaret Carter,social_media,New,Indianapolis,IN,5,6223.52,1244.70,2025-09-24
5072,James Jackson,direct,At Risk,Dallas,TX,7,6223.36,889.05,2025-06-10
3111,Richard Wilson,direct,VIP,Denver,CO,4,6222.11,1555.53,2024-05-18
7770,Lisa Scott,email,New,San Francisco,CA,4,6222.01,1555.50,2025-10-28
2638,Sarah Perez,social_media,Wholesale,Nashville,TN,6,6219.85,1036.64,2024-12-25
8888,Sarah Williams,social_media,Regular,Washington,DC,5,6218.89,1243.78,2025-12-01
9,Lisa Hernandez,paid_search,Regular,Nashville,TN,6,6217.81,1036.30,2024-09-19
4922,Donna Clark,paid_search,Regular,Jacksonville,FL,6,6217.77,1036.30,2025-07-04
8016,Timothy King,paid_search,Regular,Denver,CO,6,6216.53,1036.09,2024-11-12
17,Margaret Hernandez,referral,New,Las Vegas,NV,7,6215.74,887.96,2025-06-07
7883,Kimberly Hall,social_media,New,San Diego,CA,7,6213.65,887.66,2025-07-06
1859,Mark White,paid_search,At Risk,Austin,TX,6,6213.46,1035.58,2025-10-09
5867,Sarah Smith,marketplace,New,Las Vegas,NV,5,6213.13,1242.63,2025-11-13
7983,Carol Garcia,affiliate,Regular,Charlotte,NC,6,6211.89,1035.31,2025-03-25
5940,Jessica Robinson,affiliate,At Risk,Philadelphia,PA,8,6208.80,776.10,2025-11-24
3625,Mary Wilson,social_media,At Risk,San Francisco,CA,7,6208.60,886.94,2025-12-07
4149,Jessica Robinson,organic_search,Regular,San Jose,CA,5,6207.60,1241.52,2025-12-27
3836,Donna Brown,referral,Regular,Los Angeles,CA,2,6206.00,3103.00,2024-05-23
2026,Betty White,social_media,At Risk,Miami,FL,6,6203.70,1033.95,2025-08-08
2234,Michael Ramirez,affiliate,Regular,Philadelphia,PA,7,6203.69,886.24,2025-10-01
8113,Betty Scott,referral,Regular,Miami,FL,5,6203.24,1240.65,2025-12-05
5190,Mary Jackson,referral,Regular,San Antonio,TX,8,6202.49,775.31,2025-09-24
7545,Susan Sanchez,affiliate,Regular,Portland,OR,7,6200.54,885.79,2025-10-02
5692,Linda Garcia,direct,Regular,Boston,MA,4,6200.26,1550.07,2025-07-19
2393,James Garcia,social_media,New,Dallas,TX,5,6199.90,1239.98,2025-12-15
3901,Patricia Torres,direct,Regular,Phoenix,AZ,6,6198.42,1033.07,2025-08-03
1074,Amanda Torres,email,Regular,Indianapolis,IN,8,6198.26,774.78,2025-11-02
2649,Carol Mitchell,organic_search,Regular,Fort Worth,TX,6,6197.83,1032.97,2025-09-07
6586,Kevin Harris,referral,Regular,Dallas,TX,6,6193.52,1032.25,2025-07-06
9226,Dorothy Walker,marketplace,At Risk,Nashville,TN,5,6193.17,1238.63,2025-10-12
4199,Richard Baker,referral,New,Dallas,TX,8,6192.57,774.07,2025-11-19
8140,Donald Flores,organic_search,New,Portland,OR,6,6192.32,1032.05,2024-12-20
858,Susan Carter,paid_search,Regular,Austin,TX,5,6191.58,1238.32,2025-11-28
4989,Barbara Gonzalez,email,New,Seattle,WA,5,6191.51,1238.30,2025-12-16
4664,Deborah Martin,affiliate,Regular,Washington,DC,9,6188.34,687.59,2025-09-11
2804,Karen Carter,organic_search,Wholesale,Nashville,TN,3,6188.00,2062.67,2025-01-15
657,Elizabeth Hernandez,direct,Regular,Washington,DC,5,6182.34,1236.47,2025-06-18
4850,Linda Torres,email,Regular,Denver,CO,7,6182.25,883.18,2025-03-31
9617,Timothy Miller,direct,Regular,San Francisco,CA,5,6179.01,1235.80,2025-08-30
6760,Barbara Moore,organic_search,New,Miami,FL,6,6177.22,1029.54,2025-06-20
7819,Joshua Scott,paid_search,New,Chicago,IL,6,6176.31,1029.38,2025-10-23
4565,Betty Taylor,paid_search,New,Columbus,OH,3,6175.53,2058.51,2025-10-21
6338,Mark Campbell,referral,New,Philadelphia,PA,4,6174.12,1543.53,2025-09-11
5230,Joshua Allen,email,New,Charlotte,NC,6,6173.37,1028.89,2025-09-08
7369,Kimberly Taylor,referral,New,San Antonio,TX,7,6172.34,881.76,2025-12-11
193,Jennifer Flores,organic_search,Regular,Denver,CO,5,6171.88,1234.38,2024-11-09
4045,John Lopez,paid_search,Regular,Austin,TX,5,6171.48,1234.30,2025-08-22
2566,Karen Garcia,social_media,VIP,Denver,CO,5,6171.04,1234.21,2024-04-30
1992,Christopher Scott,direct,Regular,Austin,TX,5,6170.46,1234.09,2024-11-07
4233,David Flores,organic_search,Regular,Chicago,IL,5,6169.07,1233.81,2025-10-15
286,Dorothy Taylor,email,New,Austin,TX,6,6167.97,1028.00,2025-12-13
2364,Melissa Torres,paid_search,VIP,San Diego,CA,5,6167.50,1233.50,2025-05-02
1426,Christopher King,social_media,Regular,Houston,TX,6,6167.43,1027.90,2025-08-16
7008,Charles Lee,social_media,At Risk,San Jose,CA,7,6166.54,880.93,2025-09-20
7648,Michael Anderson,marketplace,At Risk,San Antonio,TX,5,6162.75,1232.55,2025-11-29
9534,Elizabeth Gonzalez,affiliate,Wholesale,Miami,FL,7,6161.80,880.26,2024-12-24
7687,Thomas Ramirez,organic_search,VIP,Houston,TX,5,6161.07,1232.21,2025-04-14
1510,Charles Torres,organic_search,Regular,Los Angeles,CA,7,6156.28,879.47,2025-04-29
971,Kenneth Rivera,email,Wholesale,Denver,CO,7,6154.22,879.17,2025-10-14
8211,John Davis,email,New,Dallas,TX,4,6150.19,1537.55,2025-12-04
2041,Ashley Lee,direct,New,Portland,OR,6,6149.65,1024.94,2024-12-20
337,Daniel Brown,direct,Regular,Chicago,IL,5,6147.00,1229.40,2025-10-25
5847,Thomas Scott,organic_search,Regular,Miami,FL,5,6146.90,1229.38,2025-09-02
9133,Dorothy Hall,marketplace,New,Las Vegas,NV,5,6146.87,1229.37,2025-05-23
7980,Joshua Garcia,paid_search,Regular,Philadelphia,PA,4,6144.52,1536.13,2024-07-23
9119,Ashley Nelson,paid_search,At Risk,Portland,OR,5,6141.61,1228.32,2025-06-25
3780,Linda Walker,social_media,Regular,New York,NY,6,6138.93,1023.16,2024-12-20
3233,Michael Lee,direct,New,Portland,OR,6,6138.26,1023.04,2025-12-30
7200,Nancy Smith,social_media,New,Dallas,TX,6,6136.91,1022.82,2025-10-20
6104,Mark Martinez,organic_search,At Risk,San Francisco,CA,5,6136.48,1227.30,2025-11-07
7,Charles Green,organic_search,Regular,Portland,OR,5,6134.74,1226.95,2025-02-23
4053,Jessica Hall,organic_search,Regular,Portland,OR,6,6132.33,1022.05,2025-07-05
8758,Linda Baker,email,New,San Francisco,CA,7,6131.98,876.00,2025-12-05
343,Jennifer Thompson,organic_search,Regular,Austin,TX,4,6131.30,1532.83,2024-10-05
6147,Timothy Young,social_media,New,San Francisco,CA,6,6130.65,1021.78,2025-11-15
6896,Michael White,paid_search,Regular,Charlotte,NC,6,6129.06,1021.51,2025-06-18
521,Anthony Jackson,marketplace,New,San Francisco,CA,4,6128.81,1532.20,2024-09-30
2405,George Adams,social_media,VIP,San Francisco,CA,5,6127.64,1225.53,2025-02-22
3456,Donna Roberts,social_media,VIP,Charlotte,NC,5,6125.02,1225.00,2025-11-26
4526,Carol Baker,direct,Regular,Columbus,OH,6,6121.63,1020.27,2025-12-28
2626,Andrew Scott,paid_search,New,Denver,CO,6,6119.51,1019.92,2025-11-11
1053,Joseph Young,referral,At Risk,Jacksonville,FL,4,6119.01,1529.75,2025-10-22
7672,Donald Green,affiliate,Regular,Jacksonville,FL,5,6118.21,1223.64,2024-12-20
8116,Paul Young,organic_search,Wholesale,San Francisco,CA,6,6117.93,1019.65,2025-09-27
2381,David Rodriguez,referral,Regular,Indianapolis,IN,6,6116.65,1019.44,2025-11-21
8137,Nancy Taylor,email,Regular,Charlotte,NC,7,6116.35,873.76,2025-12-13
1434,Lisa Wilson,paid_search,New,New York,NY,7,6115.56,873.65,2025-09-03
775,Karen Torres,affiliate,Regular,New York,NY,4,6114.55,1528.64,2025-04-07
9658,Kevin Rodriguez,organic_search,New,Denver,CO,6,6113.88,1018.98,2025-10-30
1500,John Walker,direct,New,Nashville,TN,5,6113.57,1222.71,2025-11-29
5472,Joshua Scott,organic_search,At Risk,San Jose,CA,4,6109.86,1527.46,2025-12-21
9536,Deborah Nelson,organic_search,VIP,San Antonio,TX,6,6108.87,1018.14,2025-12-23
1211,Jennifer Ramirez,email,New,Las Vegas,NV,4,6108.09,1527.02,2025-11-12
4092,Richard Thomas,organic_search,New,San Diego,CA,4,6107.88,1526.97,2025-11-05
5586,Daniel Jackson,marketplace,Regular,Denver,CO,5,6107.59,1221.52,2025-11-22
5233,Dorothy Jones,social_media,New,Dallas,TX,2,6107.42,3053.71,2025-09-26
5001,Margaret Brown,referral,New,Boston,MA,5,6106.67,1221.33,2025-05-16
9438,Sandra Lewis,email,Regular,Columbus,OH,5,6103.53,1220.71,2025-07-30
3031,Sandra Taylor,marketplace,Regular,New York,NY,6,6102.71,1017.12,2025-11-08
2171,Timothy Jackson,paid_search,At Risk,Portland,OR,7,6101.51,871.64,2025-11-18
2675,Kevin Taylor,paid_search,New,Philadelphia,PA,6,6099.29,1016.55,2025-09-13
7447,Daniel Clark,organic_search,Regular,Denver,CO,3,6098.35,2032.78,2024-05-31
7055,Timothy Robinson,social_media,New,Boston,MA,4,6097.72,1524.43,2025-11-13
4634,Thomas Anderson,direct,Regular,Houston,TX,5,6097.57,1219.51,2025-12-16
295,Steven Gonzalez,paid_search,New,Indianapolis,IN,8,6096.30,762.04,2025-11-03
9408,Carol Green,marketplace,Regular,Chicago,IL,4,6094.84,1523.71,2025-05-21
8466,Christopher Torres,marketplace,At Risk,Nashville,TN,4,6093.88,1523.47,2024-01-31
4046,Mary Martinez,paid_search,VIP,Boston,MA,6,6092.61,1015.43,2025-12-14
5894,Betty Carter,paid_search,Regular,Chicago,IL,7,6092.59,870.37,2025-04-02
7849,Michelle Wright,referral,New,Boston,MA,8,6092.10,761.51,2025-08-24
973,George Green,social_media,Regular,Jacksonville,FL,6,6090.02,1015.00,2025-12-08
5151,Karen Hall,referral,Regular,Nashville,TN,7,6089.13,869.88,2025-08-15
2787,Kimberly Young,referral,Regular,Austin,TX,4,6087.70,1521.92,2025-07-04
651,Kenneth King,referral,Regular,San Francisco,CA,7,6087.43,869.63,2025-08-29
368,Michelle Sanchez,social_media,New,Charlotte,NC,6,6085.83,1014.30,2024-09-26
7315,Steven Martin,marketplace,Wholesale,Boston,MA,5,6085.72,1217.14,2025-10-03
3264,Charles Mitchell,paid_search,Regular,Austin,TX,3,6085.37,2028.46,2025-11-09
5630,Richard Thompson,referral,New,Philadelphia,PA,7,6083.85,869.12,2025-07-31
3137,Nancy Miller,marketplace,Regular,New York,NY,7,6081.88,868.84,2025-05-26
6552,Karen Allen,organic_search,New,Los Angeles,CA,6,6081.24,1013.54,2025-03-22
2241,Jennifer Perez,affiliate,Regular,Dallas,TX,6,6080.17,1013.36,2025-11-30
2078,Elizabeth Taylor,direct,New,Fort Worth,TX,5,6078.38,1215.68,2025-07-27
1230,Lisa Lopez,paid_search,New,Philadelphia,PA,6,6077.66,1012.94,2025-12-03
4685,Kenneth Mitchell,affiliate,New,Charlotte,NC,7,6075.93,867.99,2025-03-12
4485,Amanda Green,email,New,Jacksonville,FL,5,6075.90,1215.18,2025-06-24
9647,Charles Hall,affiliate,Regular,Miami,FL,3,6074.85,2024.95,2025-12-02
1637,Dorothy Thomas,paid_search,Regular,San Francisco,CA,6,6074.30,1012.38,2025-04-09
2191,Timothy Williams,affiliate,At Risk,Columbus,OH,8,6073.38,759.17,2025-11-17
6683,Barbara Nelson,direct,Regular,San Francisco,CA,5,6072.17,1214.43,2025-01-26
2776,Steven Campbell,email,At Risk,San Francisco,CA,5,6071.80,1214.36,2025-10-28
1156,Lisa Taylor,marketplace,New,Chicago,IL,3,6071.66,2023.89,2025-10-25
2696,Jennifer Allen,paid_search,At Risk,San Francisco,CA,5,6070.96,1214.19,2024-12-06
3156,Margaret Nguyen,marketplace,New,New York,NY,6,6068.49,1011.41,2025-02-26
9821,Susan Martinez,social_media,Regular,Chicago,IL,7,6066.95,866.71,2025-03-12
5365,Michael Rodriguez,affiliate,Regular,Columbus,OH,7,6064.45,866.35,2025-12-20
3598,Matthew Sanchez,marketplace,New,Miami,FL,3,6063.49,2021.16,2025-12-10
8063,Lisa Adams,email,Regular,Charlotte,NC,5,6061.85,1212.37,2025-07-07
6834,Donna Harris,marketplace,At Risk,Boston,MA,8,6061.70,757.71,2025-11-30
9218,Dorothy Nelson,email,Regular,Austin,TX,5,6059.53,1211.91,2024-11-11
9117,Paul Baker,marketplace,Regular,Portland,OR,7,6058.33,865.48,2025-10-03
5507,Susan Allen,marketplace,Regular,Las Vegas,NV,7,6058.27,865.47,2025-07-11
1175,Robert Harris,direct,New,San Antonio,TX,4,6057.73,1514.43,2025-07-28
8084,Mary Roberts,paid_search,Regular,Indianapolis,IN,3,6057.62,2019.21,2024-12-03
7284,Andrew Miller,paid_search,Regular,San Diego,CA,3,6057.60,2019.20,2024-07-19
2318,Timothy Harris,email,New,Chicago,IL,7,6057.13,865.30,2025-01-29
5016,Dorothy Jackson,social_media,Regular,Philadelphia,PA,7,6056.75,865.25,2025-12-02
546,Mark Robinson,organic_search,New,San Francisco,CA,6,6055.21,1009.20,2025-09-04
4947,Donald Robinson,paid_search,New,San Antonio,TX,5,6052.95,1210.59,2025-09-28
3184,Barbara Adams,direct,Regular,Chicago,IL,6,6052.53,1008.75,2025-09-23
3448,Kevin Jackson,direct,Regular,Indianapolis,IN,8,6049.51,756.19,2025-09-19
6410,Robert Thomas,referral,VIP,Charlotte,NC,7,6042.37,863.20,2025-09-18
7458,Daniel Miller,affiliate,Regular,Portland,OR,3,6042.06,2014.02,2024-10-11
7519,Kimberly Martin,paid_search,New,Philadelphia,PA,6,6041.21,1006.87,2025-07-08
2107,Donald Martinez,referral,New,Washington,DC,2,6040.85,3020.43,2025-03-19
5363,Emily Adams,organic_search,Regular,San Diego,CA,9,6040.11,671.12,2025-09-26
1601,Andrew Ramirez,paid_search,Regular,Charlotte,NC,7,6040.08,862.87,2024-10-19
3511,Jessica Campbell,affiliate,Regular,New York,NY,4,6039.39,1509.85,2025-04-17
4429,Michael Baker,email,Regular,Chicago,IL,5,6039.24,1207.85,2025-10-21
8249,Kenneth Nguyen,paid_search,New,Seattle,WA,4,6036.74,1509.18,2025-04-08
1183,Anthony Carter,affiliate,At Risk,Chicago,IL,4,6036.46,1509.12,2025-10-09
3218,Jennifer Walker,direct,New,New York,NY,4,6035.45,1508.86,2025-10-08
1154,Ashley Walker,organic_search,Regular,Boston,MA,5,6032.61,1206.52,2025-11-15
5650,Thomas Campbell,affiliate,New,Columbus,OH,7,6032.53,861.79,2025-10-19
4135,Deborah Nelson,referral,New,Denver,CO,8,6031.07,753.88,2025-12-24
8773,James Taylor,organic_search,New,Indianapolis,IN,4,6030.88,1507.72,2025-09-23
3919,Kevin Hill,organic_search,Regular,Columbus,OH,6,6030.37,1005.06,2025-11-23
7707,Donna Thomas,paid_search,Regular,Chicago,IL,4,6029.04,1507.26,2025-12-20
1732,James Wright,paid_search,VIP,Boston,MA,6,6028.49,1004.75,2024-04-25
7157,David Hall,social_media,Regular,Columbus,OH,7,6027.80,861.11,2025-11-20
6637,Melissa Lee,email,New,Los Angeles,CA,6,6026.69,1004.45,2025-07-21
3830,Emily Hill,affiliate,Wholesale,Dallas,TX,3,6026.67,2008.89,2025-09-16
2756,Paul Johnson,social_media,Regular,Boston,MA,4,6026.66,1506.66,2025-07-18
1925,Sandra Clark,affiliate,At Risk,Phoenix,AZ,7,6023.94,860.56,2025-09-27
61,Mark Baker,paid_search,Regular,Las Vegas,NV,5,6022.17,1204.43,2025-12-06
3917,John Garcia,social_media,Regular,Boston,MA,5,6021.18,1204.24,2025-09-17
6895,John Martin,email,At Risk,Columbus,OH,5,6020.69,1204.14,2024-10-26
2108,Sandra Lopez,organic_search,Regular,Philadelphia,PA,6,6019.45,1003.24,2025-12-24
4295,Charles Clark,affiliate,New,New York,NY,7,6017.31,859.62,2025-09-08
5756,Christopher Adams,social_media,Regular,Portland,OR,4,6016.44,1504.11,2025-09-10
7722,Karen Taylor,marketplace,New,San Francisco,CA,11,6016.26,546.93,2025-09-07
5415,Joseph Johnson,social_media,At Risk,Philadelphia,PA,7,6014.97,859.28,2025-12-03
9809,Timothy Roberts,organic_search,New,Chicago,IL,4,6013.89,1503.47,2023-12-30
328,Michael King,referral,New,Washington,DC,5,6013.60,1202.72,2024-09-07
3253,Brian Carter,organic_search,At Risk,Jacksonville,FL,5,6012.04,1202.41,2025-10-12
401,Dorothy Garcia,referral,Regular,Washington,DC,6,6010.53,1001.75,2025-04-14
3231,Donna Thompson,referral,New,Fort Worth,TX,5,6009.42,1201.88,2025-01-25
6399,Mark Sanchez,social_media,New,Portland,OR,4,6008.93,1502.23,2025-11-27
1956,Amanda Garcia,email,Regular,Nashville,TN,6,6008.69,1001.45,2025-08-18
1702,James Young,direct,Regular,Los Angeles,CA,7,6008.54,858.36,2025-10-04
9358,Mark White,paid_search,New,Nashville,TN,6,6008.31,1001.38,2025-09-08
3167,Steven Flores,social_media,Regular,Denver,CO,6,6007.73,1001.29,2025-07-11
6191,Sandra White,social_media,New,Jacksonville,FL,10,6005.33,600.53,2025-11-24
4191,Kevin Green,email,Regular,New York,NY,5,6005.11,1201.02,2025-02-09
7387,Elizabeth Hernandez,paid_search,Regular,San Jose,CA,4,6005.09,1501.27,2025-12-08
6983,Kevin Carter,direct,Regular,Fort Worth,TX,3,6001.87,2000.62,2025-07-10
4882,Nancy Ramirez,affiliate,Regular,Chicago,IL,5,6001.64,1200.33,2025-05-24
7202,Mark Young,organic_search,Wholesale,San Antonio,TX,7,5998.91,856.99,2025-12-10
3578,Carol Torres,direct,New,Indianapolis,IN,7,5997.24,856.75,2025-12-28
8887,Susan Lee,email,At Risk,Jacksonville,FL,7,5996.09,856.58,2025-12-19
9570,Elizabeth Thomas,marketplace,Regular,Miami,FL,6,5995.42,999.24,2025-12-22
5129,Christopher Nelson,email,New,Washington,DC,7,5992.03,856.00,2025-11-16
598,Ashley Anderson,email,New,San Diego,CA,4,5989.90,1497.47,2025-08-11
8778,Daniel Clark,email,Regular,San Antonio,TX,7,5989.55,855.65,2025-09-11
1067,Dorothy Sanchez,affiliate,At Risk,Chicago,IL,6,5987.72,997.95,2025-04-29
7864,Thomas Flores,referral,Regular,San Francisco,CA,5,5987.51,1197.50,2025-07-25
2116,Joseph Lewis,marketplace,Regular,Charlotte,NC,6,5986.38,997.73,2025-06-14
8455,Richard Allen,paid_search,VIP,Denver,CO,4,5983.94,1495.99,2025-10-08
1465,Deborah Jackson,email,Regular,San Diego,CA,7,5981.30,854.47,2025-06-18
9724,William Martin,paid_search,Wholesale,Portland,OR,9,5981.08,664.56,2025-12-23
5552,Susan Nelson,marketplace,Wholesale,Miami,FL,8,5980.96,747.62,2025-11-09
9017,Brian Wright,organic_search,Regular,Jacksonville,FL,6,5980.81,996.80,2025-07-28
843,Amanda Taylor,referral,New,Chicago,IL,6,5977.34,996.22,2025-07-04
8940,Lisa Allen,marketplace,VIP,Miami,FL,4,5977.25,1494.31,2025-01-05
8851,Thomas Hernandez,marketplace,New,Columbus,OH,6,5976.55,996.09,2025-12-31
4670,Matthew Roberts,organic_search,Wholesale,Portland,OR,5,5975.53,1195.11,2025-08-25
682,Kenneth Martin,email,Regular,Los Angeles,CA,4,5975.11,1493.78,2025-05-29
9198,Kenneth Jackson,email,Regular,San Antonio,TX,5,5974.78,1194.96,2025-11-24
2336,Thomas Miller,marketplace,Regular,Houston,TX,7,5972.37,853.20,2025-11-27
4615,Elizabeth Thomas,paid_search,New,Portland,OR,5,5970.43,1194.09,2025-03-12
4868,Kimberly Jones,direct,Regular,Boston,MA,5,5968.09,1193.62,2025-11-13
696,Dorothy Harris,referral,Regular,Portland,OR,6,5967.24,994.54,2025-08-05
