address_id,customer_id,address_type,street_address,city,state,postal_code,country,is_default
1234,1034,shipping,4443 Walnut Ln,Miami,FL,46805,USA,0
1235,1035,shipping,5014 River Blvd,Houston,TX,54839,USA,1
1236,1036,shipping,5143 Pine Ln,Charlotte,NC,44964,USA,1
1237,1037,billing,5518 Sunset Ln,Washington,DC,28456,USA,1
1238,1038,billing,8787 Ridge St,Houston,TX,20399,USA,1
1239,1039,shipping,7388 Ridge St,Columbus,OH,48818,USA,1
1240,1040,shipping,3541 Sunset Ave,New York,NY,54690,USA,1
1241,1041,billing,2478 Walnut Ln,San Francisco,CA,13043,USA,1
1242,1042,billing,6911 Oak Ave,New York,NY,84660,USA,1
1243,1043,shipping,9199 Oak Blvd,Fort Worth,TX,69778,USA,1
1244,1044,shipping,3248 Lake Blvd,Austin,TX,31370,USA,1
1245,1045,shipping,6475 Pine St,Washington,DC,16790,USA,1
1246,1046,shipping,7102 Lake St,San Antonio,TX,31434,USA,1
1247,1047,shipping,6967 Ridge Ave,Portland,OR,57802,USA,1
1248,1047,billing,9022 Center Ln,Portland,OR,56428,USA,0
1249,1048,shipping,1759 Highland Ave,Nashville,TN,20549,USA,1
1250,1048,shipping,9134 Willow Ave,Dallas,TX,93356,USA,0
1251,1049,shipping,5660 Cedar Blvd,Las Vegas,NV,23340,USA,1
1252,1050,billing,4144 River Rd,Columbus,OH,67436,USA,1
1253,1051,billing,4268 Willow St,Dallas,TX,79301,USA,1
1254,1052,shipping,2112 Cherry Blvd,Houston,TX,66435,USA,1
1255,1053,billing,2007 Pine Blvd,Jacksonville,FL,67034,USA,1
1256,1054,shipping,3867 Cedar St,Charlotte,NC,13454,USA,1
1257,1054,shipping,8933 Ridge Blvd,Las Vegas,NV,69812,USA,0
1258,1055,billing,9885 Hill Ln,Los Angeles,CA,23281,USA,1
1259,1056,shipping,326 Cedar Blvd,San Jose,CA,74370,USA,1
1260,1056,shipping,9555 River Blvd,Fort Worth,TX,81851,USA,0
1261,1057,billing,5445 North St,Jacksonville,FL,13572,USA,1
1262,1058,shipping,2769 Center Rd,New York,NY,96004,USA,1
1263,1059,shipping,3333 Oak Blvd,Portland,OR,34593,USA,1
1264,1059,billing,1153 Lake Ln,Nashville,TN,68361,USA,0
1265,1060,billing,9251 Lake St,San Diego,CA,93447,USA,1
1266,1060,shipping,1728 Cherry Ave,New York,NY,54674,USA,0
1267,1061,shipping,2021 Cherry Rd,Jacksonville,FL,67892,USA,1
1268,1062,billing,7035 River Blvd,Chicago,IL,17743,USA,1
1269,1063,billing,6380 Washington Blvd,Miami,FL,83895,USA,1
1270,1063,billing,4194 Ridge Blvd,Austin,TX,69614,USA,0
1271,1064,shipping,2291 Willow St,Columbus,OH,75781,USA,1
1272,1065,billing,8119 Elm Blvd,Indianapolis,IN,85428,USA,1
1273,1065,shipping,1759 River Ln,Jacksonville,FL,88431,USA,0
1274,1066,billing,8139 Main St,Washington,DC,23877,USA,1
1275,1066,billing,763 Washington Rd,San Jose,CA,13612,USA,0
1276,1067,billing,6516 Sunset Rd,Chicago,IL,56197,USA,1
1277,1068,shipping,6530 Pine St,Seattle,WA,57193,USA,1
1278,1068,shipping,2845 Lake Rd,Phoenix,AZ,55201,USA,0
1279,1069,billing,5327 Park Rd,Boston,MA,73200,USA,1
1280,1070,billing,1959 Main Ave,Miami,FL,66500,USA,1
1281,1071,billing,8041 Park Ln,Dallas,TX,60446,USA,1
1282,1071,billing,5529 Walnut Ln,Denver,CO,34613,USA,0
1283,1072,shipping,7342 North St,Denver,CO,99671,USA,1
1284,1073,shipping,5299 Center St,San Diego,CA,47136,USA,1
1285,1074,shipping,288 Hill Ave,Indianapolis,IN,35682,USA,1
1286,1075,shipping,8365 Center St,Jacksonville,FL,43467,USA,1
1287,1076,shipping,4342 Elm Blvd,Columbus,OH,76242,USA,1
1288,1076,billing,5906 North Rd,Denver,CO,51993,USA,0
1289,1077,billing,7913 Lake Rd,Seattle,WA,34181,USA,1
1290,1078,billing,7155 Walnut Ln,Portland,OR,36255,USA,1
1291,1079,shipping,2759 Sunset St,Charlotte,NC,78659,USA,1
1292,1080,billing,4755 Walnut Ln,Seattle,WA,17725,USA,1
1293,1080,shipping,335 River Rd,New York,NY,11712,USA,0
1294,1081,shipping,6542 Elm Blvd,San Jose,CA,14047,USA,1
1295,1081,billing,9177 Lake Ave,Indianapolis,IN,92929,USA,0
1296,1082,billing,9479 Washington Rd,New York,NY,38650,USA,1
1297,1082,shipping,2519 Willow Ln,San Diego,CA,33358,USA,0
1298,1083,shipping,414 Elm Rd,San Antonio,TX,98819,USA,1
1299,1083,billing,1106 Willow Ave,San Francisco,CA,56208,USA,0
1300,1084,billing,5907 Highland Rd,Columbus,OH,40432,USA,1
1301,1085,shipping,5396 Hill Rd,Washington,DC,39734,USA,1
1302,1086,shipping,9750 Maple Ave,Phoenix,AZ,61463,USA,1
1303,1087,shipping,3938 North Rd,Fort Worth,TX,80216,USA,1
1304,1088,billing,3410 View Ln,Philadelphia,PA,19686,USA,1
1305,1089,shipping,1778 Cherry Ln,Houston,TX,37215,USA,1
1306,1090,billing,471 Ridge Rd,Indianapolis,IN,50448,USA,1
1307,1091,shipping,9074 North Rd,New York,NY,81877,USA,1
1308,1092,shipping,5027 Walnut Ave,Seattle,WA,96059,USA,1
1309,1093,shipping,5208 Willow Ave,Philadelphia,PA,99616,USA,1
1310,1093,billing,1603 Willow Ave,Nashville,TN,97951,USA,0
1311,1094,billing,1430 Main Rd,Houston,TX,41406,USA,1
1312,1095,billing,114 Willow Ave,Columbus,OH,63799,USA,1
1313,1095,shipping,3037 Elm Ln,Houston,TX,71489,USA,0
1314,1096,shipping,3827 Pine St,San Jose,CA,12032,USA,1
1315,1097,billing,970 Park Ln,Houston,TX,24653,USA,1
1316,1098,billing,3107 Hill Rd,Miami,FL,32619,USA,1
1317,1099,shipping,7849 Maple St,Columbus,OH,58834,USA,1
1318,1100,shipping,7750 Cedar Ln,Denver,CO,64485,USA,1
1319,1101,shipping,3941 Oak Ave,Columbus,OH,97914,USA,1
1320,1102,shipping,8619 Maple Ave,Philadelphia,PA,28175,USA,1
1321,1102,shipping,3437 Center Ln,Boston,MA,63261,USA,0
1322,1103,billing,9442 Oak Ln,Charlotte,NC,18933,USA,1
1323,1104,shipping,1111 Washington Ln,San Francisco,CA,37392,USA,1
1324,1105,billing,7250 Ridge Rd,Indianapolis,IN,73642,USA,1
1325,1106,shipping,767 Willow Ave,Fort Worth,TX,27083,USA,1
1326,1107,billing,4504 Cherry Ave,San Antonio,TX,12893,USA,1
1327,1108,billing,4322 Center St,Portland,OR,68515,USA,1
1328,1109,billing,4569 Cedar Ln,Washington,DC,37958,USA,1
1329,1110,billing,5786 View Rd,New York,NY,29280,USA,1
1330,1111,billing,9648 Oak St,Seattle,WA,45468,USA,1
1331,1112,billing,4543 Elm Rd,Fort Worth,TX,32676,USA,1
1332,1113,billing,823 Walnut Ln,Jacksonville,FL,58312,USA,1
1333,1113,billing,432 Cedar Blvd,Seattle,WA,19807,USA,0
1334,1114,shipping,8857 Center Ln,Portland,OR,63701,USA,1
1335,1115,billing,6682 Willow Rd,San Diego,CA,72993,USA,1
1336,1116,shipping,3920 Willow Ln,Portland,OR,44840,USA,1
1337,1117,shipping,2684 Hill Blvd,Denver,CO,87147,USA,1
1338,1118,billing,1021 Elm Ln,Phoenix,AZ,92946,USA,1
1339,1119,shipping,6571 Ridge St,Dallas,TX,57555,USA,1
1340,1120,shipping,8071 Highland Ave,Nashville,TN,41827,USA,1
1341,1121,billing,7062 River Rd,Austin,TX,47023,USA,1
1342,1122,shipping,7075 Main St,Indianapolis,IN,38486,USA,1
1343,1123,billing,4372 River Ln,Fort Worth,TX,16156,USA,1
1344,1124,billing,5265 Elm Rd,Columbus,OH,63203,USA,1
1345,1125,shipping,560 Hill St,Houston,TX,69577,USA,1
1346,1126,shipping,8220 Main Rd,San Diego,CA,89730,USA,1
1347,1126,billing,6799 Hill Ave,Nashville,TN,32705,USA,0
1348,1127,billing,9972 Sunset Blvd,San Diego,CA,73571,USA,1
1349,1128,billing,4189 Lake Ave,Los Angeles,CA,88409,USA,1
1350,1128,shipping,1146 Washington Ave,Denver,CO,64255,USA,0
1351,1129,billing,7157 Cedar Ln,Charlotte,NC,39310,USA,1
1352,1130,shipping,7661 Maple Rd,Seattle,WA,25635,USA,1
1353,1130,shipping,8772 Maple St,Washington,DC,81948,USA,0
1354,1131,billing,6751 River Ln,Washington,DC,84726,USA,1
1355,1132,shipping,1448 Maple Blvd,Nashville,TN,54649,USA,1
1356,1132,shipping,2707 Sunset Ave,Fort Worth,TX,69046,USA,0
1357,1133,billing,579 Highland Ln,Washington,DC,48746,USA,1
1358,1133,shipping,1951 Highland St,Philadelphia,PA,35183,USA,0
1359,1134,shipping,6560 Park Ln,Dallas,TX,64862,USA,1
1360,1135,billing,4329 Hill Rd,Los Angeles,CA,46237,USA,1
1361,1135,billing,6157 Pine Rd,Seattle,WA,51260,USA,0
1362,1136,billing,8210 Walnut Rd,Seattle,WA,11710,USA,1
1363,1136,billing,6050 Cedar Ln,Los Angeles,CA,82854,USA,0
1364,1137,billing,6473 Maple Ave,New York,NY,52705,USA,1
1365,1137,billing,4304 Park St,San Diego,CA,24998,USA,0
1366,1138,billing,2870 Maple St,San Antonio,TX,39336,USA,1
1367,1138,billing,1180 View St,Denver,CO,92860,USA,0
1368,1139,billing,2447 Walnut Ln,Charlotte,NC,34768,USA,1
1369,1139,billing,9790 North Rd,Charlotte,NC,32819,USA,0
1370,1140,billing,3957 Elm Ln,Philadelphia,PA,35662,USA,1
1371,1140,billing,209 Elm Ave,San Diego,CA,32310,USA,0
1372,1141,shipping,2680 Cedar Ave,Boston,MA,45079,USA,1
1373,1142,shipping,2270 Elm Blvd,Austin,TX,22299,USA,1
1374,1143,shipping,8660 River St,Jacksonville,FL,12839,USA,1
1375,1144,billing,4116 Highland Rd,New York,NY,89840,USA,1
1376,1145,billing,9707 Oak Ave,Seattle,WA,70765,USA,1
1377,1146,billing,4405 Main St,Nashville,TN,98134,USA,1
1378,1147,billing,278 Washington Rd,San Diego,CA,91467,USA,1
1379,1147,shipping,9038 Washington Ln,Phoenix,AZ,74365,USA,0
1380,1148,shipping,3513 Center Ln,Chicago,IL,34805,USA,1
1381,1149,shipping,4754 Main Ave,Portland,OR,68176,USA,1
1382,1150,billing,3064 River Ln,Denver,CO,44950,USA,1
1383,1151,billing,8796 Ridge Rd,Dallas,TX,48338,USA,1
1384,1152,billing,6749 Main Ln,Fort Worth,TX,39699,USA,1
1385,1153,shipping,8504 Hill Ln,Indianapolis,IN,33183,USA,1
1386,1154,billing,6406 Main Blvd,Boston,MA,54188,USA,1
1387,1154,billing,4327 Willow Blvd,Charlotte,NC,45712,USA,0
1388,1155,billing,3832 View Rd,San Jose,CA,19438,USA,1
1389,1156,shipping,2994 Hill St,Chicago,IL,96686,USA,1
1390,1157,billing,9796 Highland Ave,Washington,DC,99790,USA,1
1391,1158,shipping,4911 Main Ave,Austin,TX,11971,USA,1
1392,1159,billing,4601 Elm St,Jacksonville,FL,56416,USA,1
1393,1160,shipping,3315 Walnut Ln,San Diego,CA,90101,USA,1
1394,1161,shipping,6213 Cedar Ave,Nashville,TN,25789,USA,1
1395,1161,shipping,6297 Hill Ln,Boston,MA,54329,USA,0
1396,1162,billing,406 Washington Ave,Washington,DC,11150,USA,1
1397,1163,shipping,7478 Willow Ln,Fort Worth,TX,64861,USA,1
1398,1164,billing,2584 Cherry St,San Diego,CA,51143,USA,1
1399,1165,billing,7922 Lake St,Charlotte,NC,99124,USA,1
1400,1166,billing,970 Maple St,Charlotte,NC,97849,USA,1
1401,1166,billing,9637 Oak St,Los Angeles,CA,24336,USA,0
1402,1167,billing,838 Center Ave,New York,NY,83281,USA,1
1403,1168,billing,70 Lake Ln,Portland,OR,79446,USA,1
1404,1168,billing,5486 Cedar Blvd,San Francisco,CA,23775,USA,0
1405,1169,billing,6980 Ridge Blvd,Phoenix,AZ,17239,USA,1
1406,1170,shipping,2896 Park Ave,San Antonio,TX,87937,USA,1
1407,1170,shipping,6044 Hill Ln,Jacksonville,FL,73218,USA,0
1408,1171,shipping,9531 Pine Blvd,Houston,TX,96886,USA,1
1409,1172,billing,850 Ridge Ln,San Antonio,TX,96764,USA,1
1410,1173,billing,8532 Hill Rd,Los Angeles,CA,18209,USA,1
1411,1174,shipping,5406 Park Blvd,Phoenix,AZ,89958,USA,1
1412,1175,billing,4361 Elm Blvd,San Antonio,TX,61362,USA,1
1413,1176,shipping,7961 Washington Ln,San Jose,CA,43596,USA,1
1414,1177,billing,3020 Oak Ln,Phoenix,AZ,13008,USA,1
1415,1178,shipping,3676 Cedar St,Denver,CO,18859,USA,1
1416,1179,billing,9897 Highland St,Charlotte,NC,66460,USA,1
1417,1180,billing,4178 Hill St,Washington,DC,31043,USA,1
1418,1181,billing,5717 Maple Ln,Los Angeles,CA,11747,USA,1
1419,1182,billing,3366 Hill Blvd,Chicago,IL,75517,USA,1
1420,1183,shipping,1991 Willow St,Chicago,IL,40779,USA,1
1421,1184,shipping,2908 Willow Ln,Charlotte,NC,24727,USA,1
1422,1184,billing,4586 Highland Ave,Jacksonville,FL,84337,USA,0
1423,1185,billing,5348 Hill Rd,Las Vegas,NV,86024,USA,1
1424,1186,billing,5673 Main Rd,Phoenix,AZ,29595,USA,1
1425,1186,shipping,6348 Willow Blvd,Seattle,WA,94984,USA,0
1426,1187,billing,6953 Elm Ln,Charlotte,NC,34535,USA,1
1427,1187,billing,3266 River Ave,Fort Worth,TX,44128,USA,0
1428,1188,shipping,1951 Center St,Philadelphia,PA,70704,USA,1
1429,1189,billing,9413 Main Ln,New York,NY,40017,USA,1
1430,1189,shipping,5016 Sunset St,Phoenix,AZ,53914,USA,0
1431,1190,shipping,6331 Hill Ave,Nashville,TN,21373,USA,1
1432,1191,shipping,349 Oak Rd,Portland,OR,28220,USA,1
1433,1192,shipping,1562 Maple Ln,Los Angeles,CA,49231,USA,1
1434,1193,shipping,6870 Maple Rd,Columbus,OH,74601,USA,1
1435,1194,shipping,2586 Walnut Rd,Houston,TX,75316,USA,1
1436,1195,billing,3804 Lake Ln,Austin,TX,94238,USA,1
1437,1195,shipping,2554 Main Ln,Seattle,WA,77078,USA,0
1438,1196,shipping,2658 Ridge Ave,San Antonio,TX,56470,USA,1
1439,1197,shipping,9134 Oak Ave,San Antonio,TX,24817,USA,1
1440,1197,billing,9907 Main Ave,Austin,TX,18488,USA,0
1441,1198,billing,1219 Lake Blvd,San Antonio,TX,27006,USA,1
1442,1198,shipping,8305 Main Rd,Chicago,IL,54397,USA,0
1443,1199,shipping,3856 Pine Ln,Houston,TX,34302,USA,1
1444,1200,shipping,2121 Pine Ln,Boston,MA,68670,USA,1
1445,1200,billing,1722 Park Blvd,Miami,FL,69226,USA,0
1446,1201,shipping,4951 Washington Blvd,Washington,DC,77397,USA,1
1447,1202,shipping,60 Cedar Ln,Portland,OR,99941,USA,1
1448,1203,shipping,6580 Cedar St,Columbus,OH,65538,USA,1
1449,1203,billing,311 Cherry Blvd,New York,NY,97405,USA,0
1450,1204,billing,5818 Park Ln,Fort Worth,TX,62990,USA,1
1451,1205,shipping,690 Walnut Blvd,Austin,TX,52786,USA,1
1452,1206,billing,8821 Oak Ave,Columbus,OH,11955,USA,1
1453,1207,billing,5690 Park Rd,San Antonio,TX,22259,USA,1
1454,1208,shipping,7594 Willow Rd,Fort Worth,TX,17955,USA,1
1455,1209,shipping,1722 Lake St,Chicago,IL,21582,USA,1
1456,1210,shipping,2200 Highland St,Denver,CO,15852,USA,1
1457,1210,billing,6871 River Rd,Los Angeles,CA,11190,USA,0
1458,1211,billing,9112 Cherry Ln,Las Vegas,NV,78662,USA,1
1459,1212,shipping,9579 Sunset Blvd,Charlotte,NC,66188,USA,1
1460,1213,billing,6470 Center Blvd,Philadelphia,PA,52494,USA,1
1461,1213,billing,5422 Washington Blvd,Boston,MA,33638,USA,0
1462,1214,shipping,974 North St,San Francisco,CA,23334,USA,1
1463,1215,billing,5526 Lake Rd,Phoenix,AZ,43594,USA,1
1464,1216,billing,1091 River Ave,Seattle,WA,38983,USA,1
1465,1217,billing,4074 Oak St,San Antonio,TX,50367,USA,1
1466,1218,billing,717 Walnut Ave,Columbus,OH,36576,USA,1
1467,1219,shipping,8412 Willow Ln,Los Angeles,CA,99895,USA,1
1468,1220,billing,1102 Pine Blvd,Miami,FL,87641,USA,1
1469,1220,billing,8346 View Rd,Fort Worth,TX,63450,USA,0
1470,1221,shipping,4504 Pine Ave,Boston,MA,24726,USA,1
1471,1222,billing,7923 Maple Rd,Jacksonville,FL,29372,USA,1
1472,1222,billing,8196 Willow Ln,Phoenix,AZ,50363,USA,0
1473,1223,shipping,72 Lake Ave,Nashville,TN,11897,USA,1
1474,1224,billing,9359 Oak Ave,Miami,FL,91783,USA,1
1475,1225,shipping,5080 Elm Blvd,Columbus,OH,89751,USA,1
1476,1225,billing,8314 Hill Ln,San Jose,CA,83101,USA,0
1477,1226,billing,1895 Maple Blvd,Fort Worth,TX,87383,USA,1
1478,1227,billing,1414 Washington Blvd,Denver,CO,98442,USA,1
1479,1228,billing,3245 River St,New York,NY,28628,USA,1
1480,1229,shipping,3864 Washington Ave,Boston,MA,88203,USA,1
1481,1230,billing,2698 Hill Ave,Philadelphia,PA,16883,USA,1
1482,1231,shipping,5422 Park St,Philadelphia,PA,91381,USA,1
1483,1231,shipping,3766 River Ln,San Antonio,TX,93950,USA,0
1484,1232,shipping,9395 Cedar Blvd,Philadelphia,PA,82134,USA,1
1485,1233,billing,6436 View Blvd,Denver,CO,61972,USA,1
1486,1234,billing,333 Oak Ln,Miami,FL,15058,USA,1
1487,1235,shipping,5251 Main Rd,Miami,FL,68891,USA,1
1488,1236,billing,3848 Sunset Ave,Nashville,TN,82932,USA,1
1489,1237,billing,4492 Sunset Ave,Los Angeles,CA,12749,USA,1
1490,1238,shipping,1486 Park Ave,Phoenix,AZ,73604,USA,1
1491,1239,billing,5692 Pine Ave,Washington,DC,89091,USA,1
1492,1240,shipping,1613 Park Ln,Austin,TX,24531,USA,1
1493,1240,shipping,1932 Pine St,Miami,FL,29623,USA,0
1494,1241,billing,5228 View St,San Francisco,CA,88292,USA,1
1495,1242,billing,3965 Elm Rd,San Jose,CA,79845,USA,1
1496,1243,shipping,1475 Lake Rd,San Francisco,CA,72506,USA,1
1497,1244,shipping,9860 Oak Blvd,Houston,TX,57382,USA,1
1498,1245,billing,8414 Park Ln,Portland,OR,37040,USA,1
1499,1246,billing,4367 Park Rd,Dallas,TX,87972,USA,1
1500,1247,billing,7393 Park Ln,Boston,MA,75796,USA,1
1501,1248,billing,784 North Rd,Miami,FL,94661,USA,1
1502,1248,billing,2386 Highland Ln,Fort Worth,TX,75686,USA,0
1503,1249,billing,1120 Washington Ave,Seattle,WA,63150,USA,1
1504,1250,shipping,1457 North St,Austin,TX,65013,USA,1
1505,1250,shipping,4963 Elm St,Philadelphia,PA,58531,USA,0
1506,1251,billing,3302 Maple Rd,Austin,TX,54214,USA,1
1507,1252,billing,2385 Willow Rd,Columbus,OH,56436,USA,1
1508,1252,billing,3593 Park Ln,Portland,OR,12618,USA,0
1509,1253,billing,1224 Lake Rd,New York,NY,17374,USA,1
1510,1254,shipping,9239 Park Rd,Phoenix,AZ,43914,USA,1
1511,1254,billing,1977 Sunset Ave,Portland,OR,54105,USA,0
1512,1255,billing,7442 Cedar Ln,San Jose,CA,87011,USA,1
1513,1256,shipping,5244 Highland Rd,San Antonio,TX,86499,USA,1
1514,1257,shipping,2571 Ridge Ln,Portland,OR,48942,USA,1
1515,1258,billing,7892 Elm St,Las Vegas,NV,71596,USA,1
1516,1259,shipping,933 Ridge Ave,Austin,TX,15993,USA,1
1517,1259,shipping,3651 Pine Ln,Dallas,TX,71354,USA,0
1518,1260,billing,6450 Hill Ln,Las Vegas,NV,57240,USA,1
1519,1261,billing,7867 Oak St,Austin,TX,91830,USA,1
1520,1262,shipping,1021 Highland Ave,Denver,CO,41395,USA,1
1521,1263,shipping,3572 Main St,Las Vegas,NV,13226,USA,1
1522,1264,billing,9520 Lake Ave,Columbus,OH,21732,USA,1
1523,1265,billing,9549 Walnut Blvd,Los Angeles,CA,85423,USA,1
1524,1266,shipping,6294 North Ave,Houston,TX,61458,USA,1
1525,1267,shipping,3801 Center St,Fort Worth,TX,98826,USA,1
1526,1268,billing,700 Center St,Charlotte,NC,75630,USA,1
1527,1269,shipping,3848 Washington St,Indianapolis,IN,78036,USA,1
1528,1270,shipping,2041 Sunset St,Houston,TX,90439,USA,1
1529,1271,billing,4559 Walnut Rd,Phoenix,AZ,14213,USA,1
1530,1272,billing,7459 Cherry Blvd,New York,NY,48047,USA,1
1531,1273,billing,7948 Ridge Rd,San Antonio,TX,75958,USA,1
1532,1274,billing,4839 Cherry Rd,Charlotte,NC,85048,USA,1
1533,1275,billing,1429 Lake Ln,Dallas,TX,79873,USA,1
1534,1276,shipping,8873 Highland St,Philadelphia,PA,85829,USA,1
1535,1277,billing,4105 North Ave,Charlotte,NC,18421,USA,1
1536,1277,shipping,911 Main Ln,Houston,TX,48483,USA,0
1537,1278,shipping,1756 Sunset Rd,Houston,TX,85895,USA,1
1538,1279,billing,8364 Center Ave,San Antonio,TX,61296,USA,1
1539,1279,shipping,8606 Pine Ave,Washington,DC,97407,USA,0
1540,1280,shipping,2119 Center Blvd,Dallas,TX,46528,USA,1
1541,1281,billing,5737 Park Blvd,Dallas,TX,40418,USA,1
1542,1282,billing,1793 Park Ave,Las Vegas,NV,21196,USA,1
1543,1283,shipping,6723 Ridge St,Columbus,OH,83182,USA,1
1544,1284,shipping,410 Lake Rd,San Diego,CA,96729,USA,1
1545,1284,shipping,747 Elm Ln,Las Vegas,NV,80909,USA,0
1546,1285,shipping,8301 Cherry Ln,Boston,MA,93701,USA,1
1547,1285,billing,3067 River Ave,San Antonio,TX,26045,USA,0
1548,1286,billing,8853 Main Ln,San Diego,CA,90522,USA,1
1549,1287,billing,9277 Cedar Blvd,Houston,TX,58619,USA,1
1550,1288,billing,1730 Center Ln,Denver,CO,35580,USA,1
1551,1289,billing,3513 Oak Ln,Fort Worth,TX,20544,USA,1
1552,1290,shipping,2325 River St,Phoenix,AZ,73079,USA,1
1553,1291,billing,4535 Elm St,Denver,CO,50466,USA,1
1554,1292,shipping,6466 Willow Ave,San Diego,CA,95011,USA,1
1555,1293,shipping,2540 Cherry Ln,Indianapolis,IN,84570,USA,1
1556,1293,shipping,9374 North Blvd,Washington,DC,92505,USA,0
1557,1294,billing,8465 North Ln,Chicago,IL,85699,USA,1
1558,1295,shipping,6958 Washington Ln,San Diego,CA,39930,USA,1
1559,1295,shipping,7380 Sunset St,Miami,FL,76430,USA,0
1560,1296,shipping,6723 Maple St,San Francisco,CA,31612,USA,1
1561,1297,billing,9555 Main Rd,Nashville,TN,13261,USA,1
1562,1297,shipping,9684 Lake Blvd,San Diego,CA,59150,USA,0
1563,1298,billing,7792 River St,Portland,OR,72965,USA,1
1564,1299,shipping,6454 Cherry Ln,Los Angeles,CA,89834,USA,1
1565,1300,shipping,9058 North St,Philadelphia,PA,88619,USA,1
1566,1301,billing,9610 Walnut Blvd,Fort Worth,TX,59312,USA,1
1567,1302,billing,4670 Cherry Rd,Miami,FL,71305,USA,1
1568,1303,shipping,4918 View Ave,Boston,MA,91991,USA,1
1569,1304,shipping,4883 Cedar Ln,Los Angeles,CA,14738,USA,1
1570,1304,billing,9079 Oak Ave,Chicago,IL,85969,USA,0
1571,1305,billing,9435 Sunset Ave,Jacksonville,FL,17081,USA,1
1572,1306,shipping,8218 Maple St,Houston,TX,53984,USA,1
1573,1306,shipping,2728 Maple Blvd,Jacksonville,FL,60446,USA,0
1574,1307,billing,7467 Pine Ln,San Francisco,CA,28116,USA,1
1575,1308,billing,7613 Ridge St,San Jose,CA,95722,USA,1
1576,1309,shipping,7504 Oak Ln,Nashville,TN,40934,USA,1
1577,1310,billing,7035 Center Rd,Portland,OR,40869,USA,1
1578,1310,billing,8685 Elm Ln,Miami,FL,73309,USA,0
1579,1311,billing,7257 Elm Ave,Austin,TX,54319,USA,1
1580,1312,billing,5838 Cedar Ave,San Francisco,CA,66742,USA,1
1581,1312,billing,8297 Cherry St,Washington,DC,13255,USA,0
1582,1313,billing,9483 Cherry Rd,Miami,FL,12099,USA,1
1583,1314,billing,3412 Park Blvd,Indianapolis,IN,58625,USA,1
1584,1315,billing,8693 Walnut Ln,San Jose,CA,41756,USA,1
1585,1316,shipping,1892 Maple Blvd,Philadelphia,PA,70755,USA,1
1586,1317,billing,1905 Pine Ln,Columbus,OH,11816,USA,1
1587,1318,billing,6719 View St,San Antonio,TX,81518,USA,1
1588,1319,billing,1937 Elm Ln,San Antonio,TX,24598,USA,1
1589,1320,shipping,1624 Sunset Ave,Indianapolis,IN,82320,USA,1
1590,1321,billing,1768 Pine Blvd,Boston,MA,92799,USA,1
1591,1322,billing,3235 Main Ln,San Diego,CA,65675,USA,1
1592,1323,billing,1003 Highland St,San Francisco,CA,53035,USA,1
1593,1323,billing,284 North Rd,Austin,TX,27611,USA,0
1594,1324,shipping,1366 Willow Rd,Houston,TX,86680,USA,1
1595,1325,billing,984 Cedar Rd,Jacksonville,FL,74814,USA,1
1596,1326,shipping,883 North Blvd,Houston,TX,91632,USA,1
1597,1327,shipping,5045 Ridge Ave,Houston,TX,71586,USA,1
1598,1328,shipping,6837 Willow Ave,Phoenix,AZ,61921,USA,1
1599,1329,billing,6607 North Ave,Miami,FL,83485,USA,1
1600,1329,billing,5038 Cedar Rd,Miami,FL,90894,USA,0
1601,1330,billing,694 Hill Ave,Chicago,IL,54764,USA,1
1602,1331,billing,7284 River Rd,Portland,OR,15120,USA,1
1603,1332,shipping,5378 Maple Ave,Fort Worth,TX,82808,USA,1
1604,1333,shipping,7202 Pine St,Fort Worth,TX,65015,USA,1
1605,1333,shipping,3179 Pine Rd,Indianapolis,IN,42454,USA,0
1606,1334,billing,4090 Pine St,New York,NY,98229,USA,1
1607,1335,billing,4750 Ridge Ln,San Diego,CA,70908,USA,1
1608,1336,billing,4096 Oak St,San Jose,CA,31709,USA,1
1609,1337,shipping,3673 Oak Ln,Los Angeles,CA,20194,USA,1
1610,1338,shipping,8214 Cedar St,Jacksonville,FL,12753,USA,1
1611,1339,billing,2213 Highland Ave,Columbus,OH,53315,USA,1
1612,1340,shipping,2835 View St,San Diego,CA,89239,USA,1
1613,1341,shipping,3981 River St,Portland,OR,31269,USA,1
1614,1342,billing,5750 Willow Blvd,San Diego,CA,81390,USA,1
1615,1342,billing,4762 Lake Blvd,Nashville,TN,78873,USA,0
1616,1343,billing,8607 Oak Ln,San Diego,CA,53499,USA,1
1617,1343,shipping,2771 Lake Rd,Charlotte,NC,32391,USA,0
1618,1344,billing,6725 Cedar Ave,Philadelphia,PA,54425,USA,1
1619,1345,billing,5096 Willow Blvd,Philadelphia,PA,51619,USA,1
1620,1345,billing,5525 River Ln,Miami,FL,68476,USA,0
1621,1346,billing,8617 Willow St,San Diego,CA,61363,USA,1
1622,1346,billing,5743 Cherry Ave,Portland,OR,85925,USA,0
1623,1347,billing,719 Ridge Blvd,Fort Worth,TX,22253,USA,1
1624,1348,billing,8966 Washington Ln,Miami,FL,22649,USA,1
1625,1349,billing,6555 Park Ave,New York,NY,24494,USA,1
1626,1350,shipping,8997 Maple St,Denver,CO,63810,USA,1
1627,1351,billing,1259 View St,Portland,OR,31573,USA,1
1628,1352,billing,2776 Elm St,Columbus,OH,27920,USA,1
1629,1353,shipping,8056 Elm Ave,Jacksonville,FL,78629,USA,1
1630,1354,shipping,8447 Park Ln,Houston,TX,84833,USA,1
